employee_id,full_name,gender,age,department,job_level,education,hire_date,termination_date,employment_status,termination_reason,annual_salary,performance_rating,months_since_last_promotion,monthly_overtime_hours,job_satisfaction,commute_miles,work_arrangement,training_hours_last_year
E11418,Michael Lopez,Male,46,Finance,Lead,Associate Degree,2019-10-15,,Active,,160000.0,2,20,10.5,2.9,4.6,Hybrid,6
E11419,Edward Gonzalez,Male,32,Engineering,Associate,Bachelor's,2024-04-02,,Active,,110400.0,3,0,7.9,4.8,1.2,Onsite,47
E11420,Nicholas Clark,Male,32,Engineering,Lead,Bachelor's,2022-11-04,,Active,,179600.0,3,11,14.9,3.8,0.5,Hybrid,29
E11421,Jennifer Taylor,Female,30,Operations,Senior,Master's,2026-04-30,,Active,,81000.0,3,3,4.7,4.0,21.5,Hybrid,27
E11422,Richard Garcia,Male,32,Customer Support,Associate,Master's,2021-04-07,,Active,,61400.0,3,9,21.3,1.9,4.6,Remote,32
E11423,Jennifer Miller,Female,33,Sales,Senior,High School,2023-04-10,,Active,,109600.0,4,0,14.6,2.6,17.1,Onsite,20
E11424,Stephen White,Male,38,HR,Entry,High School,2018-10-26,,Active,,56700.0,3,20,1.1,3.4,0.5,Hybrid,16
E11425,Paul Williams,Male,41,Marketing,Associate,PhD,2022-10-27,,Active,,86200.0,4,2,8.8,3.4,19.0,Hybrid,9
E11426,Melissa Brown,Female,49,Marketing,Director,Bachelor's,2022-06-01,,Active,,207500.0,2,12,10.7,3.0,13.9,Hybrid,16
E11427,Kimberly Nguyen,Female,28,Operations,Associate,Associate Degree,2020-10-06,,Active,,64900.0,4,5,7.6,3.7,4.1,Onsite,19
E11428,Linda Jones,Female,29,Finance,Entry,Bachelor's,2025-04-07,,Active,,68000.0,3,16,3.2,3.6,0.5,Onsite,21
E11429,Thomas Perez,Male,34,IT,Associate,Associate Degree,2022-06-12,,Active,,97300.0,2,19,5.8,2.5,6.9,Hybrid,27
E11430,Jacob Nguyen,Male,32,Sales,Entry,Master's,2025-09-13,,Active,,58600.0,3,11,15.0,2.7,1.4,Onsite,30
E11431,Margaret Torres,Female,36,Customer Support,Senior,High School,2019-09-26,,Active,,73900.0,3,27,19.2,3.2,1.7,Onsite,33
E11432,Mary Taylor,Female,21,IT,Entry,High School,2025-02-07,,Active,,64900.0,3,1,10.4,2.7,3.5,Hybrid,23
E11433,William White,Male,41,Operations,Senior,High School,2018-12-05,2021-04-05,Terminated,Involuntary - Performance,88700.0,3,30,12.1,2.6,8.4,Hybrid,26
E11434,Nancy White,Female,34,Customer Support,Associate,Bachelor's,2023-12-03,,Active,,55600.0,1,6,19.6,2.8,9.5,Hybrid,14
E11435,Cynthia Perez,Female,30,Finance,Senior,High School,2022-12-19,,Active,,118700.0,3,36,9.4,4.1,1.2,Onsite,24
E11436,Amanda Perez,Female,30,Customer Support,Associate,High School,2020-05-13,,Active,,57100.0,2,10,15.1,3.3,46.9,Onsite,23
E11437,Sharon Smith,Female,31,Customer Support,Associate,Bachelor's,2023-02-19,,Active,,56900.0,4,29,9.4,3.4,6.6,Remote,19
E11438,Ryan Lewis,Male,31,Engineering,Associate,Master's,2021-12-13,,Active,,125000.0,2,18,11.4,3.5,1.0,Remote,0
E11439,Laura Moore,Female,39,Finance,Associate,Bachelor's,2021-09-25,,Active,,93600.0,3,6,0.0,3.8,1.7,Hybrid,26
E11440,Sandra Jones,Female,27,Engineering,Entry,Master's,2024-10-24,,Active,,78000.0,3,3,8.1,2.7,8.3,Hybrid,9
E11441,Carol Moore,Female,23,Sales,Associate,Bachelor's,2025-09-11,,Active,,80300.0,1,9,14.8,2.9,19.7,Hybrid,30
E11442,Stephen Clark,Male,31,Customer Support,Associate,Master's,2021-02-02,,Active,,61400.0,3,11,14.9,3.7,3.7,Onsite,33
E11443,Barbara Harris,Female,33,Engineering,Entry,Bachelor's,2023-06-25,,Active,,83700.0,3,24,3.2,3.1,3.5,Hybrid,16
E11444,Ryan Ramirez,Male,46,Customer Support,Senior,Master's,2021-07-17,2024-09-12,Terminated,Voluntary - Personal,72300.0,2,11,9.2,3.8,1.5,Onsite,11
E11445,Kevin Young,Male,51,Sales,Lead,Master's,2024-10-13,,Active,,126800.0,2,22,13.2,3.9,2.2,Onsite,10
E11446,Jonathan Davis,Male,29,Engineering,Associate,Master's,2024-03-04,,Active,,113000.0,2,8,0.0,2.8,19.5,Remote,13
E11447,Linda Hernandez,Female,25,IT,Associate,Bachelor's,2022-07-16,,Active,,88100.0,4,21,12.1,3.8,13.1,Hybrid,19
E11448,Mark Rodriguez,Male,45,Engineering,Lead,Bachelor's,2019-10-20,,Active,,193200.0,3,3,15.1,2.5,30.6,Onsite,29
E11449,Lisa Flores,Female,38,Customer Support,Entry,High School,2018-10-19,,Active,,42700.0,4,33,15.5,3.8,2.0,Onsite,7
E11450,Ryan Rodriguez,Male,39,Engineering,Senior,Associate Degree,2021-10-29,,Active,,152500.0,2,11,3.3,2.5,4.0,Hybrid,0
E11451,Michael Williams,Male,35,Sales,Senior,Associate Degree,2023-12-08,,Active,,109900.0,2,33,22.2,2.6,4.9,Remote,22
E11452,David Torres,Male,29,Sales,Associate,Master's,2022-04-02,2022-08-31,Terminated,Involuntary - Performance,86000.0,4,8,11.2,3.5,1.0,Onsite,10
E11453,Cynthia Ramirez,Female,42,Sales,Lead,Associate Degree,2025-02-14,2026-06-23,Terminated,Voluntary - Better Opportunity,123000.0,4,10,18.9,3.2,1.1,Onsite,20
E11454,Eric Moore,Male,37,Engineering,Lead,Master's,2024-07-16,,Active,,184200.0,3,5,5.8,3.8,3.7,Hybrid,41
E11455,Linda Williams,Female,37,IT,Lead,Master's,2024-03-02,,Active,,136600.0,1,18,7.4,3.4,0.5,Onsite,16
E11456,Eric Lewis,Male,34,Sales,Senior,Bachelor's,2023-06-22,2026-06-27,Terminated,Involuntary - Performance,117500.0,3,13,11.8,3.3,4.3,Remote,23
E11457,Stephen Garcia,Male,29,Finance,Associate,Bachelor's,2023-11-08,2026-07-10,Terminated,Voluntary - Personal,96800.0,3,25,6.4,3.1,10.3,Hybrid,22
E11458,Kevin Rodriguez,Male,37,Sales,Senior,Bachelor's,2019-08-22,,Active,,114900.0,3,10,10.1,3.2,16.6,Onsite,13
E11459,Christopher Clark,Male,25,Operations,Associate,Bachelor's,2023-03-18,,Active,,66200.0,3,19,10.4,2.4,2.9,Hybrid,27
E11460,Kimberly King,Female,23,Engineering,Associate,Bachelor's,2025-09-18,,Active,,105000.0,3,9,15.2,3.4,21.8,Hybrid,14
E11461,George Gonzalez,Male,33,HR,Entry,Master's,2026-04-24,,Active,,53100.0,2,4,16.3,3.2,9.6,Hybrid,7
E11462,Carol Garcia,Female,44,Customer Support,Senior,Bachelor's,2020-12-04,,Active,,68600.0,4,1,17.3,3.5,2.0,Onsite,16
E11463,Michael Scott,Male,43,Engineering,Senior,Bachelor's,2025-11-14,,Active,,145800.0,3,9,11.4,3.4,9.0,Hybrid,14
E11464,Barbara Brown,Female,34,Sales,Associate,Bachelor's,2019-06-13,,Active,,84300.0,5,15,11.8,3.0,2.1,Onsite,9
E11465,Donna Perez,Female,24,Marketing,Entry,Associate Degree,2024-01-31,,Active,,61500.0,4,31,4.2,4.3,14.1,Onsite,24
E11466,Donna White,Female,40,HR,Senior,Master's,2019-04-06,,Active,,96000.0,3,4,16.7,2.9,2.3,Onsite,23
E11467,Jacob Thompson,Male,27,IT,Entry,Master's,2019-01-25,,Active,,66100.0,3,40,7.9,2.9,10.3,Onsite,16
E11468,Daniel Sanchez,Male,31,Engineering,Associate,Master's,2023-07-29,,Active,,116300.0,3,3,8.1,3.6,1.3,Onsite,15
E11469,Thomas Rodriguez,Male,36,Sales,Senior,Bachelor's,2026-04-16,,Active,,116700.0,3,4,22.2,3.2,4.0,Onsite,20
E11470,Gary Smith,Male,40,Engineering,Senior,Bachelor's,2023-12-17,,Active,,152800.0,1,29,7.4,2.8,18.8,Hybrid,16
E11471,Brian Lopez,Male,45,Operations,Lead,Bachelor's,2019-07-01,2022-05-25,Terminated,Voluntary - Better Opportunity,111900.0,3,25,18.9,2.2,19.7,Remote,28
E11472,Nancy Torres,Female,27,Customer Support,Entry,Bachelor's,2020-11-24,,Active,,44100.0,3,25,10.9,4.1,11.3,Remote,23
E11473,James King,Male,27,Sales,Entry,Master's,2020-10-25,,Active,,66900.0,2,41,14.8,2.2,9.8,Onsite,4
E11474,Stephanie Torres,Female,38,Customer Support,Senior,Bachelor's,2025-05-26,,Active,,69400.0,3,7,11.1,4.0,7.8,Onsite,14
E11475,Mary Gonzalez,Female,31,Sales,Associate,PhD,2019-11-23,2022-10-10,Terminated,Voluntary - Better Opportunity,88300.0,2,7,5.6,3.3,6.9,Hybrid,1
E11476,Stephen Lee,Male,45,Finance,Director,Master's,2023-07-31,,Active,,247400.0,2,19,12.9,2.3,60.0,Hybrid,27
E11477,William Clark,Male,39,Finance,Lead,Master's,2025-08-04,,Active,,146100.0,3,12,5.9,3.4,18.1,Remote,29
E11478,Eric Nguyen,Male,36,Operations,Associate,Bachelor's,2022-08-12,,Active,,65500.0,2,13,17.6,1.8,16.9,Hybrid,18
E11479,George Torres,Male,34,Engineering,Entry,PhD,2019-03-08,,Active,,86400.0,3,3,3.7,3.4,6.9,Onsite,3
E11480,Edward Johnson,Male,33,Operations,Senior,Bachelor's,2024-12-24,,Active,,83800.0,2,7,15.8,3.9,6.4,Onsite,12
E11481,George Garcia,Male,21,Marketing,Senior,High School,2022-07-02,,Active,,106500.0,2,24,12.2,3.5,19.6,Hybrid,11
E11482,Stephen Martin,Male,24,Customer Support,Associate,Bachelor's,2025-10-13,2026-02-01,Terminated,Involuntary - Restructuring,56700.0,3,10,16.3,3.3,1.0,Onsite,19
E11483,Betty Harris,Female,26,Operations,Entry,Associate Degree,2023-08-25,,Active,,43700.0,1,2,12.3,2.3,10.9,Hybrid,17
E11484,George Lee,Male,28,HR,Associate,Bachelor's,2025-12-11,2026-06-24,Terminated,Voluntary - Relocation,70000.0,2,0,3.6,3.3,8.1,Onsite,33
E11485,Jeffrey Flores,Male,21,Finance,Entry,Bachelor's,2022-11-10,,Active,,72800.0,4,9,9.1,2.5,4.3,Hybrid,14
E11486,Laura Taylor,Female,39,Customer Support,Senior,Master's,2025-06-21,,Active,,71800.0,2,2,16.9,2.7,25.2,Onsite,9
E11487,Jason Moore,Male,33,Marketing,Associate,Associate Degree,2022-04-22,,Active,,82600.0,1,33,14.5,1.0,0.6,Hybrid,21
E11488,Jonathan Johnson,Male,23,Marketing,Associate,Master's,2023-11-15,,Active,,81100.0,3,2,15.5,3.3,3.1,Remote,28
E11489,Christopher Ramirez,Male,37,Operations,Lead,Bachelor's,2022-10-29,,Active,,107200.0,3,1,26.5,2.8,2.4,Onsite,32
E11490,Margaret King,Female,32,Finance,Entry,Bachelor's,2022-01-30,,Active,,67600.0,3,12,6.9,3.6,0.9,Remote,15
E11491,Larry Johnson,Male,22,Operations,Senior,Master's,2026-04-04,,Active,,78600.0,4,4,11.6,3.8,7.3,Hybrid,23
E11492,Ashley King,Female,21,Sales,Entry,Bachelor's,2023-08-02,,Active,,59600.0,2,1,11.3,2.8,7.9,Onsite,15
E11493,David Lopez,Male,34,Operations,Associate,Bachelor's,2022-08-29,,Active,,66600.0,4,5,9.9,3.4,11.9,Hybrid,5
E11494,Christopher Sanchez,Male,27,Sales,Senior,Bachelor's,2025-01-02,2026-07-03,Terminated,Voluntary - Better Opportunity,112000.0,4,13,13.8,3.5,7.2,Onsite,19
E11495,Edward Hernandez,Male,36,Finance,Entry,Bachelor's,2022-09-30,,Active,,76400.0,4,29,6.2,3.2,6.5,Hybrid,33
E11496,Patricia Nguyen,Female,27,Sales,Entry,High School,2020-02-20,,Active,,64600.0,3,46,18.2,1.8,3.2,Onsite,23
E11497,Christopher Jackson,Male,28,Finance,Entry,Master's,2019-04-13,,Active,,70500.0,2,11,4.4,3.9,8.3,Hybrid,31
E11498,Edward Hernandez,Male,32,Finance,Senior,Bachelor's,2023-07-08,,Active,,124200.0,4,9,15.1,2.7,9.0,Hybrid,8
E11499,Jessica Jackson,Female,26,IT,Associate,Master's,2023-07-30,,Active,,83600.0,3,1,6.4,3.7,4.0,Onsite,33
E11500,Robert Scott,Male,27,Sales,Senior,Bachelor's,2026-05-11,,Active,,101700.0,3,1,17.4,2.8,1.2,Remote,16
E11501,Kimberly Williams,Female,37,Operations,Associate,Bachelor's,2023-02-16,2026-03-13,Terminated,Involuntary - Performance,61800.0,3,4,6.1,3.9,0.5,Onsite,30
E11502,Sandra Thompson,Female,30,Engineering,Entry,High School,2018-10-01,,Active,,90900.0,3,18,13.3,3.3,40.6,Hybrid,11
E11503,Jessica Smith,Female,29,Sales,Entry,Master's,2026-01-26,,Active,,57500.0,3,7,11.3,3.2,0.8,Hybrid,21
E11504,Nicholas Johnson,Male,32,Engineering,Associate,Bachelor's,2021-03-26,,Active,,121300.0,4,7,13.5,3.5,22.0,Onsite,17
E11505,Stephanie Torres,Female,26,Operations,Entry,Bachelor's,2021-08-13,2026-07-08,Terminated,Involuntary - Performance,48200.0,3,36,20.3,2.6,3.5,Hybrid,18
E11506,Laura Smith,Female,24,Engineering,Entry,Associate Degree,2023-06-08,,Active,,83100.0,2,39,5.0,3.2,3.0,Onsite,10
E11507,Thomas Rodriguez,Male,35,Engineering,Manager,Bachelor's,2025-02-24,,Active,,209600.0,5,17,9.6,3.0,4.3,Hybrid,32
E11508,Anthony King,Male,32,Finance,Associate,High School,2025-05-22,,Active,,95000.0,4,1,1.8,5.0,26.2,Onsite,20
E11509,Nancy Clark,Female,24,Sales,Entry,Bachelor's,2018-10-21,,Active,,65400.0,3,15,5.3,3.3,0.5,Onsite,6
E11510,Mark Johnson,Male,46,Engineering,Lead,Associate Degree,2018-09-15,,Active,,201300.0,3,3,10.5,2.6,9.1,Onsite,29
E11511,Brian Wilson,Male,35,Operations,Associate,Bachelor's,2025-08-25,,Active,,65400.0,3,12,11.4,3.4,7.0,Onsite,36
E11512,Deborah Lee,Female,37,Engineering,Associate,Master's,2025-01-08,,Active,,115400.0,3,3,10.8,3.3,8.2,Onsite,1
E11513,Anthony King,Male,33,IT,Associate,Bachelor's,2022-12-26,,Active,,90800.0,2,15,11.8,4.0,4.9,Onsite,10
E11514,Stephen Scott,Male,29,IT,Lead,Bachelor's,2025-06-26,,Active,,136600.0,4,7,11.8,2.9,16.0,Remote,18
E11515,Jonathan Young,Male,25,Finance,Associate,Bachelor's,2023-09-11,,Active,,93600.0,3,2,6.9,2.4,4.4,Onsite,21
E11516,Cynthia Ramirez,Female,26,Engineering,Associate,Master's,2026-01-30,,Active,,107600.0,3,6,2.5,3.6,7.3,Hybrid,37
E11517,Amanda Jones,Female,40,Customer Support,Associate,Bachelor's,2018-10-16,,Active,,56900.0,3,12,17.2,3.4,11.2,Onsite,25
E11518,Richard Davis,Male,39,Operations,Manager,High School,2025-03-17,2026-06-13,Terminated,Involuntary - Performance,122700.0,4,15,9.9,4.0,22.0,Onsite,20
E11519,Robert Robinson,Male,36,Engineering,Associate,Bachelor's,2020-02-17,,Active,,125000.0,2,18,5.0,4.2,0.6,Hybrid,0
E11520,Elizabeth Perez,Female,43,Customer Support,Associate,PhD,2024-11-04,,Active,,55900.0,4,19,14.5,2.6,5.3,Hybrid,9
E11521,Ronald Robinson,Male,44,Engineering,Senior,Bachelor's,2018-12-31,,Active,,161600.0,3,1,12.9,3.5,32.6,Onsite,25
E11522,Kevin Scott,Male,30,Customer Support,Associate,High School,2025-05-07,,Active,,54400.0,3,4,10.6,3.6,9.9,Hybrid,17
E11523,Larry Lewis,Male,46,Operations,Director,Bachelor's,2024-03-13,,Active,,170000.0,5,10,7.2,3.4,7.8,Hybrid,24
E11524,Linda Moore,Female,39,Operations,Senior,Master's,2020-02-13,2023-05-23,Terminated,Involuntary - Performance,92100.0,2,6,4.5,3.3,4.1,Onsite,27
E11525,James Lewis,Male,28,Engineering,Entry,Bachelor's,2020-07-19,,Active,,86000.0,2,26,7.0,3.7,0.5,Hybrid,26
E11526,Emily Nguyen,Female,48,Engineering,Lead,High School,2019-06-08,,Active,,191700.0,3,7,7.7,3.2,23.2,Remote,24
E11527,Donna Wright,Female,30,Finance,Entry,Bachelor's,2019-05-08,,Active,,72300.0,1,0,0.0,2.8,0.9,Onsite,25
E11528,Edward Rodriguez,Male,33,Engineering,Lead,PhD,2023-10-23,,Active,,172400.0,1,30,14.2,3.0,1.9,Onsite,11
E11529,Daniel Nguyen,Male,33,Finance,Associate,High School,2018-11-24,,Active,,100600.0,5,2,12.5,2.9,8.5,Hybrid,32
E11530,Brian Williams,Male,26,Engineering,Senior,Master's,2022-08-28,,Active,,153800.0,5,34,4.1,3.5,5.1,Hybrid,25
E11531,Gary Thomas,Male,39,Operations,Associate,Master's,2019-06-08,,Active,,65500.0,3,6,9.1,3.4,45.4,Hybrid,26
E11532,Thomas King,Male,39,Marketing,Senior,Bachelor's,2022-03-14,2023-09-21,Terminated,Voluntary - Personal,109500.0,4,14,8.5,3.2,6.1,Hybrid,37
E11533,Deborah Lopez,Female,54,Marketing,Lead,Bachelor's,2018-12-25,,Active,,131400.0,1,0,11.1,2.3,3.0,Hybrid,19
E11534,Karen Lopez,Female,30,Operations,Entry,Associate Degree,2026-03-28,,Active,,45300.0,3,5,13.6,2.5,48.6,Hybrid,24
E11535,Susan Lopez,Female,31,IT,Senior,Master's,2024-11-22,,Active,,103800.0,3,3,15.3,3.0,3.2,Onsite,0
E11536,Sarah Johnson,Female,21,Engineering,Entry,Master's,2026-05-17,2026-06-22,Terminated,Involuntary - Restructuring,78800.0,2,3,0.0,3.6,11.0,Onsite,19
E11537,Ronald Young,Male,38,IT,Lead,Bachelor's,2023-05-06,,Active,,145100.0,3,36,7.3,2.9,9.8,Hybrid,30
E11538,Ashley Gonzalez,Female,48,HR,Director,High School,2024-06-25,,Active,,183100.0,2,26,7.3,2.4,18.4,Hybrid,25
E11539,Ashley Williams,Female,33,Engineering,Senior,Bachelor's,2024-06-25,,Active,,142800.0,3,24,2.4,3.6,1.1,Onsite,4
E11540,Jessica Walker,Female,39,Engineering,Senior,Bachelor's,2026-06-20,,Active,,132300.0,3,2,10.9,3.0,1.5,Onsite,19
E11541,Jessica Wilson,Female,28,Customer Support,Senior,Bachelor's,2026-07-01,,Active,,70200.0,2,1,13.2,3.7,1.0,Onsite,20
E11542,Gary Scott,Male,34,Marketing,Entry,Bachelor's,2022-09-30,,Active,,60900.0,3,25,8.9,2.9,10.6,Hybrid,8
E11543,Laura Jones,Female,39,Operations,Manager,Master's,2021-01-28,,Active,,121900.0,3,24,3.6,3.5,14.7,Remote,31
E11544,Jacob Jackson,Male,49,HR,Senior,Bachelor's,2019-02-28,2022-04-29,Terminated,Involuntary - Performance,108300.0,2,6,4.7,3.7,11.8,Onsite,11
E11545,Donna Harris,Female,34,Engineering,Lead,Master's,2023-06-24,,Active,,170400.0,3,28,9.9,2.8,36.2,Hybrid,19
E11546,Donna White,Female,32,Operations,Associate,Master's,2022-08-01,,Active,,64700.0,2,17,7.0,3.2,0.5,Hybrid,18
E11547,Donna Young,Female,39,Operations,Lead,Bachelor's,2018-09-26,,Active,,102000.0,1,28,17.9,3.3,0.5,Remote,20
E11548,Daniel Ramirez,Male,29,Operations,Associate,Bachelor's,2024-04-03,,Active,,63900.0,4,6,16.5,3.7,5.3,Remote,8
E11549,Jennifer Wright,Female,31,Sales,Associate,Master's,2018-12-21,,Active,,93600.0,4,1,14.1,3.9,3.7,Onsite,11
E11550,Anthony Jones,Male,30,Customer Support,Senior,Bachelor's,2021-06-18,2022-11-14,Terminated,Voluntary - Relocation,78600.0,3,29,18.2,3.3,4.0,Hybrid,16
E11551,David King,Male,43,Customer Support,Lead,Bachelor's,2024-10-29,,Active,,85300.0,2,7,20.8,2.8,1.6,Onsite,16
E11552,Michael Torres,Male,45,Engineering,Senior,Bachelor's,2026-03-09,2026-06-02,Terminated,Voluntary - Better Opportunity,140700.0,3,5,2.6,4.2,0.5,Remote,21
E11553,Gary Martinez,Male,34,Finance,Associate,Bachelor's,2018-09-29,,Active,,100300.0,5,1,1.9,4.1,4.7,Onsite,34
E11554,Mark Smith,Male,48,Engineering,Director,Master's,2020-10-05,,Active,,260000.0,3,71,11.7,2.7,7.0,Onsite,15
E11555,Sandra Flores,Female,37,Sales,Associate,Master's,2018-11-10,2023-09-10,Terminated,Involuntary - Performance,86600.0,3,4,12.2,3.2,5.2,Hybrid,21
E11556,Betty Davis,Female,32,Customer Support,Lead,Bachelor's,2025-09-17,,Active,,80300.0,2,1,16.7,2.2,4.7,Remote,5
E11557,Christopher Lopez,Male,38,Sales,Senior,Bachelor's,2021-03-22,,Active,,111900.0,1,19,19.3,3.0,1.6,Remote,28
E11558,Larry Hill,Male,26,IT,Entry,Master's,2024-04-15,,Active,,66600.0,3,17,6.6,2.9,17.6,Onsite,8
E11559,Margaret Anderson,Female,35,IT,Senior,Bachelor's,2019-07-16,,Active,,113500.0,4,7,5.7,3.9,15.9,Remote,37
E11560,Gary Young,Male,35,Customer Support,Entry,Associate Degree,2019-12-01,,Active,,43000.0,3,4,18.7,2.7,18.0,Remote,28
E11561,Robert Gonzalez,Male,26,IT,Entry,Associate Degree,2022-10-15,,Active,,71700.0,2,13,10.4,3.0,2.3,Onsite,16
E11562,Mark Clark,Male,32,Operations,Associate,Bachelor's,2025-11-19,2026-01-14,Terminated,Involuntary - Performance,64900.0,4,6,24.0,2.5,3.4,Onsite,24
E11563,Lisa Garcia,Female,37,Customer Support,Associate,Bachelor's,2019-05-05,,Active,,56200.0,4,3,16.1,4.3,1.4,Onsite,24
E11564,Laura Thompson,Female,31,Engineering,Associate,Master's,2023-01-15,,Active,,113200.0,3,17,9.7,2.6,1.2,Onsite,28
E11565,Mark Davis,Male,51,Marketing,Manager,Bachelor's,2019-08-13,,Active,,171300.0,3,1,2.0,3.3,4.1,Hybrid,8
E11566,Edward Torres,Male,43,Finance,Senior,Associate Degree,2019-08-08,,Active,,134200.0,3,42,5.6,4.0,13.8,Hybrid,25
E11567,James Smith,Male,31,Marketing,Entry,Bachelor's,2022-10-06,,Active,,58000.0,2,47,7.5,3.2,26.4,Onsite,23
E11568,Jason Gonzalez,Male,40,Finance,Manager,Bachelor's,2022-10-27,,Active,,178000.0,4,2,10.3,3.2,0.5,Hybrid,13
E11569,Ronald Garcia,Male,33,Sales,Entry,Bachelor's,2021-11-14,,Active,,65600.0,4,1,10.7,3.9,3.3,Remote,15
E11570,Larry Nguyen,Male,28,Customer Support,Senior,Bachelor's,2026-02-25,2026-08-11,Terminated,Voluntary - Personal,75000.0,2,6,6.3,3.7,3.6,Onsite,17
E11571,Rebecca Anderson,Female,22,Customer Support,Associate,Bachelor's,2023-09-21,,Active,,53300.0,5,18,24.5,3.5,0.5,Hybrid,14
E11572,Mary Gonzalez,Female,28,Customer Support,Entry,Bachelor's,2024-09-09,,Active,,41700.0,4,1,16.5,4.0,7.1,Hybrid,37
E11573,Brian Gonzalez,Male,41,Finance,Senior,Bachelor's,2019-11-18,,Active,,128200.0,3,8,8.4,4.4,3.1,Remote,21
E11574,Michael Rodriguez,Male,39,Sales,Senior,Associate Degree,2018-12-24,,Active,,121600.0,3,9,9.1,4.4,26.4,Hybrid,6
E11575,Steven Davis,Male,24,Operations,Associate,Associate Degree,2026-06-21,,Active,,64400.0,3,2,5.3,3.5,1.1,Onsite,25
E11576,Patricia Smith,Female,26,Engineering,Associate,Associate Degree,2026-06-04,,Active,,110300.0,2,2,5.8,3.1,11.0,Hybrid,21
E11577,Cynthia Miller,Female,29,Customer Support,Associate,Bachelor's,2025-09-01,,Active,,52100.0,2,8,24.8,3.9,8.7,Hybrid,29
E11578,David Rodriguez,Male,26,Finance,Associate,Bachelor's,2021-08-19,,Active,,97600.0,4,4,6.8,3.5,13.7,Onsite,16
E11579,Carol Scott,Female,32,Customer Support,Entry,PhD,2020-07-25,,Active,,42400.0,4,5,12.4,2.8,19.3,Onsite,25
E11580,Barbara Clark,Female,40,Customer Support,Lead,Master's,2021-02-15,2023-08-13,Terminated,Voluntary - Better Opportunity,88100.0,2,9,19.7,3.4,9.1,Remote,12
E11581,Jason Miller,Male,21,IT,Entry,Associate Degree,2026-02-25,,Active,,65000.0,2,6,6.4,3.9,6.7,Onsite,8
E11582,Ryan Clark,Male,27,Marketing,Associate,Bachelor's,2024-03-03,,Active,,83200.0,3,2,6.7,4.0,12.1,Hybrid,10
E11583,Laura Flores,Female,26,Customer Support,Associate,Bachelor's,2021-06-03,2026-03-25,Terminated,Involuntary - Restructuring,58900.0,4,51,16.2,2.5,2.8,Hybrid,2
E11584,Christopher Sanchez,Male,29,Sales,Lead,High School,2025-09-17,,Active,,124900.0,4,3,12.3,4.0,9.6,Remote,3
E11585,Melissa Garcia,Female,45,Sales,Lead,Bachelor's,2020-11-28,,Active,,140300.0,2,13,12.7,3.0,2.1,Onsite,24
E11586,Brian Thomas,Male,23,Marketing,Associate,High School,2025-10-18,,Active,,84500.0,5,10,0.0,4.6,2.4,Remote,12
E11587,Barbara Young,Female,23,Customer Support,Entry,Bachelor's,2022-10-30,,Active,,42000.0,4,46,10.6,2.4,7.4,Hybrid,19
E11588,Kevin Allen,Male,32,IT,Associate,Master's,2021-06-28,,Active,,90400.0,3,3,6.8,4.0,18.8,Onsite,5
E11589,Donna Walker,Female,42,Sales,Senior,Bachelor's,2020-01-24,,Active,,108600.0,4,21,8.8,4.1,3.8,Onsite,18
E11590,Emily Lewis,Female,45,IT,Lead,Bachelor's,2024-02-01,,Active,,128700.0,2,17,16.9,3.3,5.8,Remote,33
E11591,Daniel Nguyen,Male,43,HR,Lead,Master's,2019-02-21,,Active,,120200.0,3,71,5.2,2.9,31.1,Remote,18
E11592,John Young,Male,42,Customer Support,Senior,Bachelor's,2021-02-21,2021-11-03,Terminated,Involuntary - Restructuring,77700.0,3,55,14.9,2.2,11.4,Onsite,0
E11593,Nicholas Hernandez,Male,40,Customer Support,Senior,Bachelor's,2021-07-07,2022-08-04,Terminated,Involuntary - Performance,74400.0,3,62,14.4,3.1,0.5,Hybrid,23
E11594,Larry Brown,Male,36,Sales,Associate,Bachelor's,2018-12-08,,Active,,87600.0,2,20,11.4,2.7,5.8,Onsite,28
E11595,Deborah Walker,Female,29,Customer Support,Senior,Bachelor's,2025-02-20,,Active,,74300.0,3,18,15.6,3.2,0.8,Remote,29
E11596,Larry Clark,Male,37,Finance,Lead,Bachelor's,2019-05-21,2022-12-21,Terminated,Voluntary - Better Opportunity,163300.0,2,11,5.2,4.6,19.4,Onsite,19
E11597,Paul Hill,Male,25,Finance,Lead,Bachelor's,2018-09-24,,Active,,161900.0,3,8,7.0,3.2,33.0,Hybrid,15
E11598,Jacob Walker,Male,30,Customer Support,Associate,Associate Degree,2023-06-07,2024-05-15,Terminated,Voluntary - Better Opportunity,53100.0,4,39,11.9,2.2,2.5,Hybrid,15
E11599,John Ramirez,Male,27,Sales,Lead,Bachelor's,2024-02-08,,Active,,125700.0,3,31,11.1,2.2,3.9,Hybrid,43
E11600,Betty Thomas,Female,24,Customer Support,Associate,Master's,2020-12-07,,Active,,57300.0,3,35,24.8,3.0,7.1,Hybrid,27
E11601,Paul Hill,Male,34,Sales,Associate,Associate Degree,2024-04-07,,Active,,81900.0,4,8,19.8,2.2,4.4,Onsite,28
E11602,David Moore,Male,40,Marketing,Senior,Bachelor's,2020-04-29,,Active,,115900.0,2,9,11.7,3.5,2.9,Onsite,18
E11603,Donna Scott,Female,34,Marketing,Associate,Bachelor's,2022-11-21,,Active,,79000.0,2,45,9.8,2.6,3.0,Hybrid,20
